ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Brackets,Purchased Bike
20421,Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,Adolescent,No
20430,Married,Male,70000,2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Age,Yes
20504,Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,Old,No
20505,Married,Female,40000,5,High School,Professional,No,2,Over 10 Miles,North America,61,Old,No
20514,Married,Female,70000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,Old,No
20518,Married,Female,70000,2,Partial College,Professional,Yes,1,Over 10 Miles,North America,58,Old,No
20528,Married,Male,40000,2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,Middle Age,No
20535,Married,Female,70000,4,Partial College,Professional,Yes,1,Over 10 Miles,North America,56,Old,No
20567,Married,Male,130000,4,Partial College,Professional,No,4,5-10 Miles,Europe,61,Old,Yes
20598,Married,Male,100000,3,Partial High School,Professional,Yes,0,Over 10 Miles,Europe,59,Old,Yes
20606,Married,Female,70000,0,Bachelors,Professional,Yes,4,Over 10 Miles,Pacific,32,Middle Age,Yes
20619,Single,Male,80000,0,Bachelors,Professional,No,4,Over 10 Miles,Pacific,35,Middle Age,No
20625,Married,Male,100000,0,High School,Management,Yes,3,Over 10 Miles,Pacific,35,Middle Age,Yes
20657,Single,Male,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,Middle Age,Yes
20659,Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Age,Yes
20678,Single,Female,60000,3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Middle Age,Yes
20698,Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Middle Age,No
20711,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,1-2 Miles,Europe,32,Middle Age,Yes
20729,Married,Female,40000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,Middle Age,No
20754,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,Middle Age,No
20758,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,Middle Age,No
20797,Married,Female,10000,1,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,Middle Age,No
20828,Married,Female,30000,4,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Age,Yes
20839,Single,Female,30000,3,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,47,Middle Age,Yes
20851,Single,Male,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,36,Middle Age,Yes
20870,Single,Female,10000,2,High School,Manual,Yes,1,0-1 Miles,Europe,38,Middle Age,Yes
20877,Single,Male,30000,1,Bachelors,Clerical,Yes,0,1-2 Miles,Europe,37,Middle Age,Yes
20897,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,Middle Age,No
20919,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Age,No
20923,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,Europe,42,Middle Age,Yes
20927,Single,Female,20000,5,High School,Manual,Yes,2,0-1 Miles,Europe,27,Adolescent,No
20942,Single,Female,20000,0,High School,Manual,No,1,5-10 Miles,Europe,31,Middle Age,No
20946,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
20962,Married,Female,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,Middle Age,No
20970,Single,Male,10000,2,Partial College,Manual,Yes,1,0-1 Miles,Europe,52,Middle Age,Yes
20974,Married,Male,10000,2,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,66,Old,No
20977,Married,Male,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,64,Old,Yes
20994,Married,Female,20000,0,Bachelors,Clerical,No,0,0-1 Miles,Pacific,26,Adolescent,Yes
21006,Single,Female,30000,1,Partial College,Manual,No,0,0-1 Miles,Europe,46,Middle Age,Yes
21039,Single,Female,50000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,37,Middle Age,Yes
21094,Single,Female,30000,2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle Age,No
21108,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,43,Middle Age,Yes
21184,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle Age,No
21207,Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Age,No
21213,Single,Male,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Middle Age,No
21260,Single,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
21266,Single,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
21306,Single,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,51,Middle Age,No
21365,Married,Female,10000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
21375,Single,Male,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,57,Old,No
21417,Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle Age,Yes
21441,Married,Male,50000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,64,Old,No
21451,Married,Female,40000,4,High School,Professional,Yes,2,Over 10 Miles,North America,61,Old,No
21471,Married,Male,70000,2,Partial College,Professional,Yes,1,Over 10 Miles,North America,59,Old,No
21554,Single,Female,80000,0,Bachelors,Professional,No,3,Over 10 Miles,Pacific,33,Middle Age,No
21557,Single,Female,110000,0,Partial College,Management,Yes,3,Over 10 Miles,Pacific,32,Middle Age,Yes
21560,Married,Male,120000,0,Partial High School,Professional,Yes,4,Over 10 Miles,Pacific,32,Middle Age,Yes
21561,Single,Male,90000,0,Bachelors,Professional,No,3,Over 10 Miles,Pacific,34,Middle Age,Yes
21564,Single,Female,80000,0,Bachelors,Professional,Yes,4,Over 10 Miles,Pacific,35,Middle Age,No
21568,Married,Female,100000,0,High School,Management,Yes,4,Over 10 Miles,Pacific,34,Middle Age,Yes
21583,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,Yes
21587,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
21599,Married,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
21613,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,Middle Age,Yes
21660,Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Age,Yes
21693,Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle Age,No
21695,Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Middle Age,Yes
21713,Single,Male,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
21714,Single,Female,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Age,No
21717,Married,Male,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,Middle Age,No
21738,Married,Male,20000,1,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
21741,Married,Female,70000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,Yes
21751,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,Old,No
21752,Married,Male,60000,3,Graduate Degree,Management,Yes,2,Over 10 Miles,North America,64,Old,No
21770,Married,Male,60000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,60,Old,No
21801,Married,Female,70000,4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,Middle Age,No
21891,Married,Female,110000,0,High School,Management,Yes,3,Over 10 Miles,Pacific,34,Middle Age,Yes
21940,Married,Male,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,Middle Age,Yes
21974,Single,Female,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Middle Age,Yes
21980,Single,Female,60000,1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,44,Middle Age,Yes
22005,Married,Female,70000,5,Partial College,Skilled Manual,No,3,5-10 Miles,Pacific,46,Middle Age,No
22006,Married,Male,70000,5,Partial College,Skilled Manual,Yes,3,5-10 Miles,Pacific,46,Middle Age,No
22010,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
22014,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolescent,No
22042,Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Middle Age,Yes
22046,Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,Middle Age,Yes
22050,Single,Male,90000,4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle Age,Yes
22088,Married,Female,130000,1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Middle Age,Yes
22118,Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Age,Yes
22127,Married,Male,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
22155,Married,Male,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,58,Old,No
22170,Married,Female,30000,3,Partial College,Clerical,No,2,1-2 Miles,Pacific,55,Middle Age,Yes
22173,Married,Female,30000,3,High School,Skilled Manual,No,2,1-2 Miles,Pacific,54,Middle Age,Yes
22174,Married,Male,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,54,Middle Age,Yes
22175,Married,Female,30000,3,High School,Skilled Manual,Yes,2,5-10 Miles,Pacific,53,Middle Age,Yes
22204,Married,Male,110000,4,Bachelors,Management,Yes,3,2-5 Miles,Pacific,48,Middle Age,No
22211,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,No
22219,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,49,Middle Age,No
22220,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,49,Middle Age,Yes
22221,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Age,Yes
22227,Married,Female,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,No
22252,Single,Female,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Age,Yes
22294,Single,Female,70000,0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Age,Yes
22296,Married,Male,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Middle Age,No
22330,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,Middle Age,Yes
22381,Married,Male,10000,1,Graduate Degree,Manual,Yes,0,0-1 Miles,Europe,44,Middle Age,No
22399,Single,Male,10000,0,Partial College,Manual,Yes,1,1-2 Miles,Pacific,26,Adolescent,Yes
22400,Married,Male,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Adolescent,Yes
22402,Married,Male,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Pacific,25,Adolescent,Yes
22439,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
22464,Married,Male,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
22496,Married,Female,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,42,Middle Age,No
22500,Single,Male,40000,0,Bachelors,Professional,No,0,0-1 Miles,Europe,40,Middle Age,Yes
22518,Single,Female,30000,3,Partial College,Clerical,No,2,0-1 Miles,Europe,27,Adolescent,Yes
22527,Single,Female,20000,0,High School,Manual,No,1,2-5 Miles,Europe,29,Adolescent,No
22538,Single,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,33,Middle Age,No
22610,Married,Male,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,35,Middle Age,Yes
22633,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
22634,Single,Female,40000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,38,Middle Age,Yes
22636,Single,Female,40000,0,Bachelors,Clerical,No,0,0-1 Miles,Europe,38,Middle Age,Yes
22672,Single,Female,30000,2,Partial College,Clerical,Yes,0,0-1 Miles,Europe,43,Middle Age,No
22707,Single,Female,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,Adolescent,No
22719,Single,Male,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,Middle Age,Yes
22730,Married,Male,70000,5,Bachelors,Management,Yes,2,Over 10 Miles,North America,63,Old,No
22743,Married,Female,40000,5,High School,Professional,Yes,2,Over 10 Miles,North America,60,Old,No
22821,Married,Female,130000,3,Partial College,Professional,Yes,4,0-1 Miles,Europe,52,Middle Age,No
22830,Married,Male,120000,4,Partial College,Management,Yes,3,Over 10 Miles,Europe,56,Old,No
22864,Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,Middle Age,Yes
22918,Single,Male,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,50,Middle Age,No
22930,Married,Male,90000,4,Bachelors,Professional,Yes,0,1-2 Miles,Pacific,38,Middle Age,Yes
22931,Married,Male,100000,5,Graduate Degree,Management,No,1,1-2 Miles,Pacific,78,Old,Yes
22936,Single,Female,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle Age,Yes
22971,Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,Adolescent,Yes
22974,Married,Female,30000,2,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,Old,No
22976,Single,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
22983,Single,Female,30000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,Adolescent,No
22988,Married,Female,40000,2,Bachelors,Management,Yes,2,5-10 Miles,Pacific,66,Old,Yes
22994,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
23027,Single,Male,130000,1,Bachelors,Management,No,4,0-1 Miles,North America,44,Middle Age,No
23041,Single,Female,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,Middle Age,Yes
23089,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolescent,No
23105,Single,Male,40000,3,Partial High School,Clerical,No,2,5-10 Miles,Pacific,52,Middle Age,Yes
23144,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle Age,Yes
23158,Married,Female,60000,1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Age,Yes
23195,Single,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
23197,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,Middle Age,No
23200,Married,Female,50000,3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,Middle Age,No
23217,Single,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Age,Yes
23248,Married,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,Middle Age,No
23256,Single,Male,30000,1,High School,Clerical,No,1,5-10 Miles,North America,52,Middle Age,No
23275,Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle Age,No
23316,Single,Male,30000,3,Partial College,Clerical,No,2,1-2 Miles,Pacific,59,Old,Yes
23333,Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,Adolescent,No
23358,Married,Male,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,32,Middle Age,Yes
23368,Married,Female,60000,5,Bachelors,Skilled Manual,Yes,3,Over 10 Miles,North America,41,Middle Age,No
23376,Married,Male,70000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Middle Age,Yes
23378,Married,Male,70000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Age,Yes
23419,Single,Female,70000,5,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,39,Middle Age,No
23426,Single,Male,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,40,Middle Age,No
23432,Single,Male,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,37,Middle Age,Yes
23449,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,48,Middle Age,No
23455,Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,Middle Age,No
23459,Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Age,No
23461,Married,Female,90000,5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,Middle Age,No
23479,Single,Male,90000,0,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle Age,Yes
23491,Single,Male,100000,0,Partial College,Professional,No,4,1-2 Miles,North America,45,Middle Age,No
23513,Married,Female,40000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,Middle Age,No
23542,Single,Male,60000,1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle Age,Yes
23549,Single,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
23571,Married,Female,40000,2,Bachelors,Management,Yes,2,0-1 Miles,Pacific,66,Old,Yes
23586,Married,Female,80000,0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle Age,Yes
23608,Married,Female,150000,3,High School,Professional,Yes,3,0-1 Miles,Europe,51,Middle Age,Yes
23627,Single,Female,100000,3,Partial College,Management,No,4,5-10 Miles,Europe,56,Old,No
23668,Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,59,Old,Yes
23672,Married,Female,60000,3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
23704,Single,Male,40000,5,High School,Professional,Yes,4,Over 10 Miles,North America,60,Old,Yes
23707,Single,Male,70000,5,Bachelors,Management,Yes,3,Over 10 Miles,North America,60,Old,Yes
23712,Single,Female,70000,2,Bachelors,Management,Yes,1,Over 10 Miles,North America,59,Old,No
23731,Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,Middle Age,Yes
23780,Single,Male,40000,2,Partial College,Clerical,No,2,0-1 Miles,Europe,36,Middle Age,Yes
23797,Single,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,Middle Age,No
23801,Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,Middle Age,No
23818,Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle Age,Yes
23882,Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Middle Age,Yes
23893,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,3,Over 10 Miles,North America,41,Middle Age,No
23908,Single,Male,30000,1,Bachelors,Clerical,No,1,0-1 Miles,Europe,39,Middle Age,Yes
23915,Married,Male,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,Middle Age,No
23940,Married,Male,40000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,Europe,44,Middle Age,Yes
23962,Married,Female,10000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,32,Middle Age,No
23963,Married,Male,10000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,33,Middle Age,No
23979,Single,Male,10000,2,Partial College,Manual,No,0,0-1 Miles,Europe,50,Middle Age,No
23986,Married,Female,20000,1,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,66,Old,Yes
23993,Single,Female,10000,0,Partial College,Manual,No,1,0-1 Miles,Pacific,26,Adolescent,Yes
24061,Married,Male,10000,4,Partial High School,Manual,Yes,1,0-1 Miles,Europe,40,Middle Age,Yes
24065,Single,Female,20000,0,High School,Manual,Yes,0,0-1 Miles,Europe,40,Middle Age,Yes
24093,Single,Female,80000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,Europe,40,Middle Age,Yes
24107,Married,Male,30000,3,Partial College,Clerical,Yes,1,0-1 Miles,Europe,43,Middle Age,No
24119,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,29,Adolescent,No
24121,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,29,Adolescent,Yes
24140,Single,Male,10000,0,Graduate Degree,Manual,No,0,0-1 Miles,Europe,30,Adolescent,Yes
24149,Married,Male,10000,2,Partial College,Manual,Yes,0,1-2 Miles,Europe,49,Middle Age,No
24151,Single,Male,20000,1,Bachelors,Clerical,No,0,0-1 Miles,Europe,51,Middle Age,No
24174,Married,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,27,Adolescent,Yes
24185,Single,Female,10000,1,High School,Manual,No,1,1-2 Miles,Europe,45,Middle Age,No
24187,Single,Female,30000,3,Graduate Degree,Clerical,No,0,0-1 Miles,Europe,46,Middle Age,Yes
24201,Married,Female,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,Middle Age,Yes
24273,Married,Female,20000,2,Partial High School,Clerical,Yes,2,5-10 Miles,Pacific,55,Middle Age,Yes
24279,Single,Male,40000,2,Partial College,Skilled Manual,No,2,1-2 Miles,Pacific,52,Middle Age,No
24305,Single,Male,100000,1,Bachelors,Management,No,3,0-1 Miles,Pacific,46,Middle Age,Yes
24322,Married,Female,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Age,No
24324,Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Age,Yes
24357,Married,Male,80000,3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Age,Yes
24369,Married,Male,80000,5,Graduate Degree,Management,No,2,0-1 Miles,Pacific,39,Middle Age,No
24381,Single,Male,70000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,41,Middle Age,Yes
24397,Single,Male,120000,2,Bachelors,Management,No,4,1-2 Miles,North America,40,Middle Age,No
24398,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,Middle Age,No
24416,Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,Middle Age,No
24433,Married,Male,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,Middle Age,Yes
24466,Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Age,Yes
24485,Single,Male,40000,2,Bachelors,Management,No,1,5-10 Miles,Pacific,52,Middle Age,Yes
24496,Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
24514,Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolescent,No
24584,Single,Male,60000,0,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,Middle Age,No
24611,Single,Male,90000,0,Bachelors,Professional,No,4,Over 10 Miles,Pacific,35,Middle Age,Yes
24637,Married,Male,40000,4,High School,Professional,Yes,2,Over 10 Miles,North America,64,Old,No
24643,Single,Female,60000,4,Bachelors,Management,Yes,2,Over 10 Miles,North America,63,Old,No
24725,Married,Female,40000,3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,Middle Age,No
24738,Married,Female,40000,1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle Age,Yes
24745,Single,Female,30000,2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle Age,No
24801,Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Age,Yes
24842,Single,Female,90000,3,High School,Professional,No,1,2-5 Miles,Europe,51,Middle Age,No
24857,Married,Female,130000,3,High School,Professional,Yes,4,0-1 Miles,Europe,52,Middle Age,No
24871,Single,Female,90000,4,High School,Management,No,3,5-10 Miles,Europe,56,Old,No
24898,Single,Female,80000,0,Bachelors,Professional,Yes,3,Over 10 Miles,Pacific,32,Middle Age,No
24901,Single,Male,110000,0,Partial College,Management,No,3,Over 10 Miles,Pacific,32,Middle Age,Yes
24941,Married,Male,60000,3,Bachelors,Management,Yes,2,Over 10 Miles,North America,66,Old,No
24943,Married,Male,60000,3,Bachelors,Management,Yes,2,Over 10 Miles,North America,66,Old,No
24955,Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,Over 10 Miles,North America,60,Old,Yes
24958,Single,Female,40000,5,High School,Professional,No,3,2-5 Miles,North America,60,Old,Yes
24979,Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Old,Yes
24981,Married,Male,60000,2,Partial College,Professional,Yes,2,Over 10 Miles,North America,56,Old,No
25006,Single,Female,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolescent,No
25026,Married,Male,20000,2,Partial High School,Clerical,Yes,3,5-10 Miles,Pacific,54,Middle Age,No
25041,Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle Age,No
25058,Married,Male,100000,1,Bachelors,Management,Yes,3,2-5 Miles,Pacific,47,Middle Age,No
25065,Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,Middle Age,No
25074,Married,Female,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Middle Age,Yes
25101,Married,Male,60000,5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle Age,No
25148,Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Age,Yes
25184,Single,Male,110000,1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Middle Age,Yes
25241,Married,Male,90000,2,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,Middle Age,No
25261,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
25266,Single,Female,30000,2,Partial College,Clerical,No,2,5-10 Miles,Pacific,67,Old,No
25293,Married,Male,80000,4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,Middle Age,No
25303,Single,Male,30000,0,High School,Manual,Yes,1,2-5 Miles,Europe,33,Middle Age,Yes
25307,Married,Female,40000,1,Bachelors,Skilled Manual,Yes,1,1-2 Miles,Europe,32,Middle Age,Yes
25313,Single,Male,10000,0,Partial High School,Manual,No,2,1-2 Miles,Europe,35,Middle Age,No
25323,Married,Male,40000,2,Partial College,Clerical,Yes,1,1-2 Miles,Europe,35,Middle Age,Yes
25329,Single,Female,40000,3,Partial College,Clerical,No,2,0-1 Miles,North America,32,Middle Age,No
25343,Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,Middle Age,No
25347,Single,Female,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,Middle Age,No
25375,Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,Middle Age,No
25394,Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle Age,Yes
25405,Married,Male,70000,2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Age,Yes
25419,Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,Middle Age,Yes
25458,Married,Male,20000,1,High School,Manual,No,1,1-2 Miles,Europe,40,Middle Age,Yes
25460,Married,Female,20000,2,High School,Manual,Yes,0,0-1 Miles,Europe,40,Middle Age,Yes
